payment_id,customer_id_payment,staff_id_payment,rental_id,amount,payment_date,rental_date,inventory_id,customer_id_rental,return_date,staff_id_rental,last_update_x_x,customer_id,store_id_x,first_name,last_name,email,address_id,activebool,create_date,last_update_y_x,active,film_id,store_id_y,last_update_x_y,title,description,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating,last_update_y_y,special_features,fulltext
17521,344,1,1731,0.99,2007-02-16 14:00:38.996577,2005-06-16 15:32:12,3698,344,2005-06-19 18:58:12,2,2006-02-16 02:30:53,344,1,Henry,Billingsley,henry.billingsley@sakilacustomer.org,349,True,2006-02-14,2013-05-26 14:49:45.738,1,809,2,2006-02-15 10:09:17,Slipper Fidelity,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,2006,1,5,0.99,156,14.99,PG-13,2013-05-26 14:50:58.951,"['Trailers', 'Deleted Scenes']",'agent':9 'convent':21 'explor':17 'fidel':2 'man':12 'must':14 'mysql':20 'redeem':15 'reflect':5 'secret':8 'slipper':1 'taut':4
17522,345,2,1210,0.99,2007-02-15 01:26:17.996577,2005-06-15 02:57:51,7,345,2005-06-20 01:41:51,2,2006-02-16 02:30:53,345,1,Carl,Artis,carl.artis@sakilacustomer.org,350,True,2006-02-14,2013-05-26 14:49:45.738,1,1,2,2006-02-15 10:09:17,Academy Dinosaur,A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies,2006,1,6,0.99,86,20.99,PG,2013-05-26 14:50:58.951,"['Deleted Scenes', 'Behind the Scenes']",'academi':1 'battl':15 'canadian':20 'dinosaur':2 'drama':5 'epic':4 'feminist':8 'mad':11 'must':14 'rocki':21 'scientist':12 'teacher':17
17523,345,1,1457,4.99,2007-02-15 18:34:15.996577,2005-06-15 20:05:49,730,345,2005-06-19 15:35:49,1,2006-02-16 02:30:53,345,1,Carl,Artis,carl.artis@sakilacustomer.org,350,True,2006-02-14,2013-05-26 14:49:45.738,1,159,2,2006-02-15 10:09:17,Closer Bang,A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,2006,1,5,4.99,58,12.99,R,2013-05-26 14:50:58.951,"['Trailers', 'Behind the Scenes']",'ancient':18 'bang':2 'closer':1 'frisbe':8 'hunter':11 'india':19 'monkey':16 'must':13 'panorama':5 'unbeliev':4 'vanquish':14
17524,345,2,1550,0.99,2007-02-16 00:27:01.996577,2005-06-16 01:58:35,2003,345,2005-06-18 23:56:35,1,2006-02-16 02:30:53,345,1,Carl,Artis,carl.artis@sakilacustomer.org,350,True,2006-02-14,2013-05-26 14:49:45.738,1,436,2,2006-02-15 10:09:17,Hours Rage,A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia,2006,1,4,0.99,122,14.99,NC-17,2013-05-26 14:50:58.951,"['Trailers', 'Deleted Scenes']",'explor':8 'fate':4 'feminist':11 'georgia':20 'hour':1 'meet':14 'must':13 'rage':2 'soviet':19 'stori':5 'technic':16 'writer':17
17525,345,2,2766,4.99,2007-02-19 16:13:41.996577,2005-06-19 17:45:15,3421,345,2005-06-23 20:11:15,2,2006-02-16 02:30:53,345,1,Carl,Artis,carl.artis@sakilacustomer.org,350,True,2006-02-14,2013-05-26 14:49:45.738,1,749,2,2006-02-15 10:09:17,Rules Human,A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House,2006,1,6,4.99,153,19.99,R,2013-05-26 14:50:58.951,"['Deleted Scenes', 'Behind the Scenes']",'abandon':19 'astronaut':8 'beauti':4 'confront':14 'epistl':5 'fun':20 'hous':21 'human':2 'monkey':16 'must':13 'rule':1 'student':11
17526,346,1,1994,5.99,2007-02-17 09:35:32.996577,2005-06-17 11:07:06,2203,346,2005-06-25 08:32:06,2,2006-02-16 02:30:53,346,1,Arthur,Simpkins,arthur.simpkins@sakilacustomer.org,351,True,2006-02-14,2013-05-26 14:49:45.738,1,476,2,2006-02-15 10:09:17,Jason Trap,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,2006,1,5,2.99,130,9.99,NC-17,2013-05-26 14:50:58.951,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'conquer':15 'dog':17 'jason':1 'monasteri':20 'must':14 'shark':12 'tale':5 'thought':4 'trap':2 'woman':8
17527,346,2,3372,2.99,2007-02-21 12:02:45.996577,2005-06-21 13:34:19,4169,346,2005-06-27 08:41:19,2,2006-02-16 02:30:53,346,1,Arthur,Simpkins,arthur.simpkins@sakilacustomer.org,351,True,2006-02-14,2013-05-26 14:49:45.738,1,906,2,2006-02-15 10:09:17,Tramp Others,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,1,4,0.99,171,27.99,PG,2013-05-26 14:50:58.951,['Deleted Scenes'],'ancient':19 'brilliant':4 'cat':11 'compos':8 'display':5 'india':20 'must':13 'other':2 'shark':17 'succumb':14 'tramp':1
17528,346,1,3421,2.99,2007-02-21 15:51:24.996577,2005-06-21 17:22:58,3930,346,2005-06-24 18:57:58,1,2006-02-16 02:30:53,346,1,Arthur,Simpkins,arthur.simpkins@sakilacustomer.org,351,True,2006-02-14,2013-05-26 14:49:45.738,1,857,1,2006-02-15 10:09:17,Strictly Scarface,A Touching Reflection of a Crocodile And a Dog who must Chase a Hunter in An Abandoned Fun House,2006,1,3,2.99,144,24.99,PG-13,2013-05-26 14:50:58.951,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'abandon':19 'chase':14 'crocodil':8 'dog':11 'fun':20 'hous':21 'hunter':16 'must':13 'reflect':5 'scarfac':2 'strict':1 'touch':4
17529,347,2,1711,8.99,2007-02-16 12:40:18.996577,2005-06-16 14:11:52,273,347,2005-06-25 08:49:52,1,2006-02-16 02:30:53,347,2,Ryan,Salisbury,ryan.salisbury@sakilacustomer.org,352,True,2006-02-14,2013-05-26 14:49:45.738,1,61,1,2006-02-15 10:09:17,Beauty Grease,A Fast-Paced Display of a Composer And a Moose who must Sink a Robot in An Abandoned Mine Shaft,2006,1,5,4.99,175,28.99,G,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries']",'abandon':21 'beauti':1 'compos':10 'display':7 'fast':5 'fast-pac':4 'greas':2 'mine':22 'moos':13 'must':15 'pace':6 'robot':18 'shaft':23 'sink':16
17530,347,2,2274,0.99,2007-02-18 04:59:41.996577,2005-06-18 06:31:15,3021,347,2005-06-21 01:24:15,2,2006-02-16 02:30:53,347,2,Ryan,Salisbury,ryan.salisbury@sakilacustomer.org,352,True,2006-02-14,2013-05-26 14:49:45.738,1,663,2,2006-02-15 10:09:17,Patient Sister,A Emotional Epistle of a Squirrel And a Robot who must Confront a Lumberjack in Soviet Georgia,2006,1,7,0.99,99,29.99,NC-17,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries']",'confront':14 'emot':4 'epistl':5 'georgia':19 'lumberjack':16 'must':13 'patient':1 'robot':11 'sister':2 'soviet':18 'squirrel':8
17531,347,1,3026,4.99,2007-02-20 10:16:26.996577,2005-06-20 11:48:00,4032,347,2005-06-21 12:51:00,2,2006-02-16 02:30:53,347,2,Ryan,Salisbury,ryan.salisbury@sakilacustomer.org,352,True,2006-02-14,2013-05-26 14:49:45.738,1,878,2,2006-02-15 10:09:17,Teen Apollo,A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank,2006,1,3,4.99,74,25.99,G,2013-05-26 14:50:58.951,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'apollo':2 'awe':5 'awe-inspir':4 'dog':10 'drama':7 'escap':16 'inspir':6 'man':13 'must':15 'robot':18 'shark':21 'tank':22 'teen':1
17532,347,1,3092,8.99,2007-02-20 14:33:08.996577,2005-06-20 16:04:42,4344,347,2005-06-27 19:54:42,1,2006-02-16 02:30:53,347,2,Ryan,Salisbury,ryan.salisbury@sakilacustomer.org,352,True,2006-02-14,2013-05-26 14:49:45.738,1,946,2,2006-02-15 10:09:17,Virtual Spoilers,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,2006,1,3,4.99,144,14.99,NC-17,2013-05-26 14:50:58.951,"['Commentaries', 'Deleted Scenes']",'administr':9 'databas':8 'discov':15 'fate':4 'georgia':20 'must':14 'soviet':19 'spoiler':2 'squirrel':12 'student':17 'tale':5 'virtual':1
17533,347,1,3326,7.99,2007-02-21 07:33:16.996577,2005-06-21 09:04:50,1025,347,2005-06-30 12:10:50,2,2006-02-16 02:30:53,347,2,Ryan,Salisbury,ryan.salisbury@sakilacustomer.org,352,True,2006-02-14,2013-05-26 14:49:45.738,1,229,2,2006-02-15 10:09:17,Devil Desire,A Beautiful Reflection of a Monkey And a Dentist who must Face a Database Administrator in Ancient Japan,2006,1,6,4.99,87,12.99,R,2013-05-26 14:50:58.951,"['Trailers', 'Behind the Scenes']",'administr':17 'ancient':19 'beauti':4 'databas':16 'dentist':11 'desir':2 'devil':1 'face':14 'japan':20 'monkey':8 'must':13 'reflect':5
17534,348,1,1654,2.99,2007-02-16 08:11:14.996577,2005-06-16 09:42:48,1039,348,2005-06-20 14:28:48,2,2006-02-16 02:30:53,348,2,Roger,Quintanilla,roger.quintanilla@sakilacustomer.org,353,True,2006-02-14,2013-05-26 14:49:45.738,1,232,1,2006-02-15 10:09:17,Dirty Ace,A Action-Packed Character Study of a Forensic Psychologist And a Girl who must Build a Dentist in The Outback,2006,1,7,2.99,147,29.99,NC-17,2013-05-26 14:50:58.951,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'ace':2 'action':5 'action-pack':4 'build':18 'charact':7 'dentist':20 'dirti':1 'forens':11 'girl':15 'must':17 'outback':23 'pack':6 'psychologist':12 'studi':8
17535,348,1,2041,8.99,2007-02-17 12:47:26.996577,2005-06-17 14:19:00,782,348,2005-06-26 08:38:00,2,2006-02-16 02:30:53,348,2,Roger,Quintanilla,roger.quintanilla@sakilacustomer.org,353,True,2006-02-14,2013-05-26 14:49:45.738,1,170,2,2006-02-15 10:09:17,Command Darling,A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan,2006,1,5,4.99,120,28.99,PG-13,2013-05-26 14:50:58.951,['Behind the Scenes'],'administr':20 'ancient':22 'awe':5 'awe-inspir':4 'challeng':17 'command':1 'darl':2 'databas':19 'forens':10 'inspir':6 'japan':23 'must':16 'psychologist':11 'tale':7 'woman':14
17536,348,2,2499,0.99,2007-02-18 21:30:02.996577,2005-06-18 23:01:36,3172,348,2005-06-20 21:50:36,2,2006-02-16 02:30:53,348,2,Roger,Quintanilla,roger.quintanilla@sakilacustomer.org,353,True,2006-02-14,2013-05-26 14:49:45.738,1,697,1,2006-02-15 10:09:17,Primary Glass,A Fateful Documentary of a Pastry Chef And a Butler who must Build a Dog in The Canadian Rockies,2006,1,7,0.99,53,16.99,G,2013-05-26 14:50:58.951,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'build':15 'butler':12 'canadian':20 'chef':9 'documentari':5 'dog':17 'fate':4 'glass':2 'must':14 'pastri':8 'primari':1 'rocki':21
17537,349,1,1197,2.99,2007-02-15 00:11:12.996577,2005-06-15 01:42:46,3812,349,2005-06-20 00:22:46,1,2006-02-16 02:30:53,349,2,Joe,Gilliland,joe.gilliland@sakilacustomer.org,354,True,2006-02-14,2013-05-26 14:49:45.738,1,835,1,2006-02-15 10:09:17,Spy Mile,A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon,2006,1,6,2.99,112,13.99,PG-13,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']","'baloon':19 'confront':14 'documentari':5 'feminist':8,11,16 'mile':2 'must':13 'spi':1 'thrill':4"
17538,349,1,1523,0.99,2007-02-15 22:47:06.996577,2005-06-16 00:18:40,681,349,2005-06-17 02:50:40,2,2006-02-16 02:30:53,349,2,Joe,Gilliland,joe.gilliland@sakilacustomer.org,354,True,2006-02-14,2013-05-26 14:49:45.738,1,149,2,2006-02-15 10:09:17,Christmas Moonshine,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,1,7,0.99,150,21.99,NC-17,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries', 'Behind the Scenes']",'action':5 'action-pack':4 'astronaut':13 'boat':18 'christma':1 'conquer':16 'epistl':7 'feminist':10 'manhattan':21 'moonshin':2 'must':15 'pack':6 'penthous':22
17539,349,2,2987,6.99,2007-02-20 07:24:16.996577,2005-06-20 08:55:50,1531,349,2005-06-28 13:02:50,2,2006-02-16 02:30:53,349,2,Joe,Gilliland,joe.gilliland@sakilacustomer.org,354,True,2006-02-14,2013-05-26 14:49:45.738,1,334,2,2006-02-15 10:09:17,Freddy Storm,A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback,2006,1,6,4.99,65,21.99,NC-17,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries', 'Behind the Scenes']",'freddi':1 'husband':16 'intrepid':4 'lumberjack':11 'man':8 'must':13 'outback':19 'saga':5 'storm':2 'vanquish':14
17540,349,1,3067,8.99,2007-02-20 12:27:47.996577,2005-06-20 13:59:21,3094,349,2005-06-28 19:09:21,2,2006-02-16 02:30:53,349,2,Joe,Gilliland,joe.gilliland@sakilacustomer.org,354,True,2006-02-14,2013-05-26 14:49:45.738,1,680,2,2006-02-15 10:09:17,Pinocchio Simon,A Action-Packed Reflection of a Mad Scientist And a A Shark who must Find a Feminist in California,2006,1,4,4.99,103,21.99,PG,2013-05-26 14:50:58.951,"['Commentaries', 'Behind the Scenes']",'action':5 'action-pack':4 'california':22 'feminist':20 'find':18 'mad':10 'must':17 'pack':6 'pinocchio':1 'reflect':7 'scientist':11 'shark':15 'simon':2
17541,350,2,2011,3.99,2007-02-17 10:24:35.996577,2005-06-17 11:56:09,734,350,2005-06-24 06:47:09,2,2006-02-16 02:30:53,350,1,Juan,Fraley,juan.fraley@sakilacustomer.org,355,True,2006-02-14,2013-05-26 14:49:45.738,1,160,2,2006-02-15 10:09:17,Club Graffiti,A Epic Tale of a Pioneer And a Hunter who must Escape a Girl in A U-Boat,2006,1,4,0.99,65,12.99,PG-13,2013-05-26 14:50:58.951,"['Trailers', 'Deleted Scenes']",'boat':21 'club':1 'epic':4 'escap':14 'girl':16 'graffiti':2 'hunter':11 'must':13 'pioneer':8 'tale':5 'u':20 'u-boat':19
17542,350,1,2619,0.99,2007-02-19 06:31:38.996577,2005-06-19 08:03:12,1848,350,2005-06-21 05:02:12,2,2006-02-16 02:30:53,350,1,Juan,Fraley,juan.fraley@sakilacustomer.org,355,True,2006-02-14,2013-05-26 14:49:45.738,1,402,2,2006-02-15 10:09:17,Harper Dying,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,2006,1,3,0.99,52,15.99,G,2013-05-26 14:50:58.951,['Trailers'],'awe':5 'awe-inspir':4 'cat':13 'confront':16 'desert':22 'die':2 'feminist':18 'harper':1 'inspir':6 'must':15 'reflect':7 'sahara':21 'woman':10
