customer_id,customer_name,store_id,active,total_payments,lifetime_value,avg_payment,first_payment_date,last_payment_date,active_days,total_rentals,annualised_clv,segment
172,Bernice Willis,1,1,30,133.7,4.4567,2007-02-15,2007-04-30,73.61746527777778,30,662.89,High Value
197,Sue Peters,2,1,32,133.68,4.1775,2007-02-14,2007-04-30,74.95237268518518,32,650.99,High Value
265,Jennie Terry,2,1,28,132.72,4.74,2007-02-17,2007-04-30,72.3234837962963,28,669.81,High Value
533,Jessie Milam,1,1,30,132.7,4.4233,2007-02-15,2007-05-14,87.88818287037037,30,551.1,High Value
380,Russell Brinson,1,1,35,132.65,3.79,2007-02-17,2007-04-30,72.52515046296297,35,667.59,High Value
472,Greg Robins,1,1,26,131.74,5.0669,2007-02-15,2007-05-14,87.97710648148148,26,546.56,High Value
13,Karen Jackson,2,1,27,131.73,4.8789,2007-02-17,2007-04-30,72.60762731481482,27,662.21,High Value
125,Ethel Webb,1,1,31,131.69,4.2481,2007-02-15,2007-04-30,74.11885416666667,31,648.51,High Value
46,Catherine Campbell,2,1,31,131.69,4.2481,2007-02-14,2007-04-30,74.87451388888888,31,641.97,High Value
3,Linda Williams,1,1,24,130.76,5.4483,2007-02-16,2007-04-30,73.84144675925926,24,646.35,High Value
7,Maria Miller,1,1,28,130.72,4.6686,2007-02-16,2007-04-30,72.30836805555556,28,659.85,High Value
273,Priscilla Lowe,2,1,28,130.72,4.6686,2007-03-01,2007-04-30,60.690358796296294,28,786.17,High Value
502,Brett Cornwell,1,1,30,130.7,4.3567,2007-02-16,2007-04-30,73.03679398148148,30,653.17,High Value
566,Casey Mena,1,1,32,130.68,4.0838,2007-02-16,2007-04-30,73.60734953703704,32,648.01,High Value
342,Harold Martino,1,1,32,130.68,4.0838,2007-02-17,2007-04-30,71.98091435185185,32,662.65,High Value
112,Rosa Reynolds,2,1,28,129.72,4.6329,2007-02-16,2007-04-30,72.82194444444444,28,650.19,High Value
560,Jordan Archuleta,1,1,29,129.71,4.4728,2007-02-15,2007-05-14,88.32197916666667,29,536.04,High Value
102,Crystal Ford,1,1,30,129.7,4.3233,2007-02-15,2007-04-30,74.54003472222222,30,635.1,High Value
168,Regina Berry,1,1,32,129.68,4.0525,2007-02-15,2007-05-14,88.48418981481481,32,534.93,High Value
484,Roberto Vu,1,1,27,128.73,4.7678,2007-02-15,2007-04-30,74.4383912037037,27,631.21,High Value
103,Gladys Hamilton,1,1,29,128.71,4.4383,2007-02-15,2007-04-30,74.13853009259259,29,633.67,High Value
242,Glenda Frazier,1,1,29,128.71,4.4383,2007-02-15,2007-04-30,74.46819444444445,29,630.86,High Value
84,Sara Perry,2,1,30,128.7,4.29,2007-02-15,2007-04-30,74.2587037037037,30,632.59,High Value
196,Alma Austin,1,1,31,128.69,4.1513,2007-02-14,2007-04-30,74.9883912037037,31,626.39,High Value
448,Miguel Betancourt,1,1,27,127.73,4.7307,2007-02-15,2007-05-14,88.20658564814815,27,528.55,High Value
221,Bessie Morrison,1,1,27,127.73,4.7307,2007-02-15,2007-04-30,74.3269675925926,27,627.25,High Value
520,Mitchell Westmoreland,2,1,31,127.69,4.119,2007-02-15,2007-04-30,74.11459490740741,31,628.85,High Value
141,Debbie Reyes,1,1,31,127.69,4.119,2007-02-15,2007-04-30,74.11445601851852,31,628.85,High Value
38,Martha Gonzalez,1,1,34,127.66,3.7547,2007-02-15,2007-04-30,74.63394675925926,34,624.33,High Value
200,Jeanne Lawson,2,1,26,126.74,4.8746,2007-02-15,2007-05-14,88.24449074074074,26,524.23,High Value
436,Troy Quigley,1,1,27,126.73,4.6937,2007-02-18,2007-04-30,71.72894675925926,27,644.88,High Value
206,Terri Vasquez,1,1,27,126.73,4.6937,2007-02-17,2007-04-30,72.86019675925925,27,634.87,High Value
146,Jamie Rice,1,1,27,126.73,4.6937,2007-02-15,2007-04-28,72.92186342592592,27,634.33,High Value
108,Tracy Cole,1,1,28,126.72,4.5257,2007-02-15,2007-05-14,88.02100694444445,28,525.47,High Value
114,Grace Ellis,2,1,30,126.7,4.2233,2007-02-17,2007-05-14,85.98600694444444,30,537.83,High Value
482,Maurice Crawley,1,0,26,125.74,4.8362,2007-02-20,2007-04-30,69.02958333333333,26,664.86,High Value
426,Bradley Motley,1,1,26,125.74,4.8362,2007-02-16,2007-04-30,73.38861111111112,26,625.37,High Value
295,Daisy Bates,1,1,28,125.72,4.49,2007-03-01,2007-05-14,74.40891203703704,28,616.7,High Value
147,Joanne Robertson,2,1,32,125.68,3.9275,2007-02-17,2007-04-30,71.40975694444444,32,642.39,High Value
354,Justin Ngo,2,1,33,125.67,3.8082,2007-02-15,2007-05-14,87.72760416666667,33,522.86,High Value
45,Janet Phillips,1,1,26,124.74,4.7977,2007-02-16,2007-04-28,70.71208333333334,26,643.88,High Value
89,Julia Flores,1,1,29,124.71,4.3003,2007-02-15,2007-04-30,74.71711805555556,29,609.22,High Value
198,Elsie Kelley,2,1,32,124.68,3.8963,2007-02-17,2007-04-30,71.87940972222222,32,633.12,High Value
129,Carrie Porter,1,1,34,124.66,3.6665,2007-02-16,2007-04-30,73.32627314814815,34,620.53,High Value
300,John Farnsworth,1,1,26,123.74,4.7592,2007-03-02,2007-05-14,73.46094907407408,26,614.82,High Value
2,Patricia Johnson,1,1,26,123.74,4.7592,2007-02-17,2007-04-30,72.0728587962963,26,626.66,High Value
506,Leslie Seward,2,1,28,123.72,4.4186,2007-02-15,2007-04-30,73.89511574074074,28,611.11,High Value
371,Billy Poulin,1,1,29,123.71,4.2659,2007-02-15,2007-04-30,74.26210648148148,29,608.04,High Value
27,Shirley Allen,2,1,30,123.7,4.1233,2007-02-15,2007-04-30,74.18622685185186,30,608.61,High Value
51,Alice Stewart,1,1,30,123.7,4.1233,2007-02-15,2007-04-30,73.62418981481481,30,613.26,High Value
30,Melissa King,1,1,34,123.66,3.6371,2007-02-17,2007-04-30,72.62586805555556,34,621.49,High Value
434,Eddie Tomlin,1,1,26,122.74,4.7208,2007-02-15,2007-04-30,74.6103587962963,26,600.45,High Value
92,Tina Simmons,2,1,26,122.74,4.7208,2007-02-17,2007-04-30,71.8615162037037,26,623.42,High Value
535,Javier Elrod,1,1,28,122.72,4.3829,2007-02-16,2007-04-30,73.44163194444444,28,609.91,High Value
163,Cathy Spencer,1,1,29,122.71,4.2314,2007-02-15,2007-05-14,88.34390046296296,29,506.99,High Value
244,Viola Hanson,2,1,30,122.7,4.09,2007-02-14,2007-05-14,88.59144675925926,30,505.53,High Value
473,Jorge Olivares,2,1,31,122.69,3.9577,2007-02-16,2007-04-30,72.68894675925925,31,616.08,High Value
508,Milton Howland,2,1,23,121.77,5.2943,2007-02-16,2007-05-14,87.21048611111111,23,509.64,High Value
166,Lynn Payne,1,1,27,121.73,4.5085,2007-02-15,2007-04-30,73.50153935185185,27,604.5,High Value
497,Gilbert Sledge,2,1,27,121.73,4.5085,2007-02-17,2007-05-14,85.60300925925925,27,519.04,High Value
451,Jim Rea,1,1,30,121.7,4.0567,2007-02-15,2007-04-27,71.00854166666667,30,625.57,High Value
438,Barry Lovelace,1,1,30,121.7,4.0567,2007-02-15,2007-05-14,87.86775462962963,30,505.54,High Value
406,Nathan Runyon,1,0,31,121.69,3.9255,2007-02-17,2007-04-30,72.15458333333333,31,615.58,High Value
491,Rick Mattox,2,1,25,120.75,4.83,2007-02-15,2007-04-30,74.91256944444444,25,588.34,High Value
179,Dana Hart,1,1,26,120.74,4.6438,2007-02-15,2007-04-30,74.62789351851852,26,590.53,High Value
423,Alfred Casillas,2,1,26,120.74,4.6438,2007-02-15,2007-04-30,73.3245949074074,26,601.03,High Value
499,Marc Outlaw,2,1,29,120.71,4.1624,2007-02-15,2007-04-30,73.58280092592592,29,598.77,High Value
122,Thelma Murray,1,1,30,120.7,4.0233,2007-02-15,2007-04-30,74.49070601851852,30,591.42,High Value
59,Cheryl Murphy,1,1,24,119.76,4.99,2007-02-15,2007-04-30,74.64346064814815,24,585.62,High Value
389,Alan Kahn,1,1,25,119.75,4.79,2007-02-16,2007-04-30,73.3030787037037,25,596.27,High Value
487,Hector Poindexter,2,1,26,119.74,4.6054,2007-02-20,2007-04-30,69.28972222222222,26,630.76,High Value
306,Charles Kowalski,1,1,28,119.72,4.2757,2007-03-01,2007-04-30,59.97991898148148,28,728.54,High Value
207,Gertrude Castillo,1,1,28,119.72,4.2757,2007-02-17,2007-04-30,71.91559027777778,28,607.63,High Value
82,Kathryn Coleman,1,1,24,118.76,4.9483,2007-02-15,2007-04-30,74.13577546296297,24,584.7,High Value
589,Tracy Herrmann,1,1,25,118.75,4.75,2007-02-15,2007-04-30,73.67550925925926,25,588.31,High Value
41,Stephanie Mitchell,1,1,25,118.75,4.75,2007-02-19,2007-05-14,84.49428240740741,25,512.98,High Value
565,Jaime Nettles,2,1,27,118.73,4.3974,2007-02-15,2007-04-30,73.91813657407407,27,586.28,High Value
35,Virginia Green,2,1,30,118.7,3.9567,2007-02-16,2007-04-30,73.08233796296297,30,592.83,High Value
128,Marjorie Tucker,1,1,30,118.7,3.9567,2007-02-18,2007-04-30,70.8812037037037,30,611.24,High Value
230,Joy George,2,1,31,118.69,3.8287,2007-02-15,2007-04-30,73.9388425925926,31,585.91,High Value
583,Marshall Thorn,1,1,23,117.77,5.1204,2007-02-15,2007-04-30,73.70685185185185,23,583.2,High Value
285,Miriam Mckinney,1,1,23,117.77,5.1204,2007-03-01,2007-04-29,58.903877314814814,23,729.77,High Value
585,Perry Swafford,1,1,24,117.76,4.9067,2007-02-15,2007-05-14,88.11553240740741,24,487.8,High Value
504,Nathaniel Adam,1,1,25,117.75,4.71,2007-02-19,2007-04-29,68.63212962962963,25,626.22,High Value
421,Lee Hawks,1,1,25,117.75,4.71,2007-02-16,2007-05-14,87.10847222222222,25,493.39,High Value
573,Byron Box,1,1,28,117.72,4.2043,2007-02-16,2007-04-30,73.40770833333333,28,585.33,High Value
49,Joyce Edwards,2,1,24,116.76,4.865,2007-02-14,2007-04-30,74.95655092592592,24,568.56,High Value
149,Valerie Black,1,1,25,116.75,4.67,2007-02-15,2007-04-30,73.9388425925926,25,576.34,High Value
253,Terry Carlson,1,1,26,116.74,4.49,2007-02-15,2007-04-30,73.55068287037037,26,579.33,High Value
274,Naomi Jennings,1,1,27,116.73,4.3233,2007-03-01,2007-05-14,73.73432870370371,27,577.84,High Value
263,Hilda Hopkins,1,1,27,116.73,4.3233,2007-02-17,2007-05-14,85.76489583333333,27,496.78,High Value
71,Kathy James,1,1,28,116.72,4.1686,2007-02-17,2007-04-30,72.03751157407407,28,591.4,High Value
356,Gerald Fultz,2,1,29,116.71,4.0245,2007-02-15,2007-04-30,74.33082175925927,29,573.1,High Value
512,Cecil Vines,1,1,26,115.74,4.4515,2007-02-14,2007-05-14,88.61627314814815,26,476.72,High Value
56,Gloria Cook,1,1,26,115.74,4.4515,2007-02-16,2007-05-14,86.79655092592593,26,486.71,High Value
529,Erik Guillen,2,1,28,115.72,4.1329,2007-02-15,2007-04-30,74.61695601851852,28,566.06,High Value
393,Philip Causey,1,1,29,115.71,3.99,2007-02-16,2007-04-30,73.66592592592593,29,573.32,High Value
158,Veronica Stone,1,1,30,115.7,3.8567,2007-02-15,2007-04-30,74.20252314814815,30,569.12,High Value
279,Dianne Shelton,2,1,24,114.76,4.7817,2007-03-02,2007-05-14,73.0696875,24,573.25,High Value
54,Teresa Rogers,1,1,26,114.74,4.4131,2007-02-16,2007-04-30,73.10087962962963,26,572.91,High Value
584,Salvador Teel,2,1,27,114.73,4.2493,2007-02-15,2007-04-30,74.14903935185185,27,564.76,High Value
262,Patsy Davidson,2,1,27,114.73,4.2493,2007-02-16,2007-04-30,73.25274305555556,27,571.67,High Value
107,Florence Woods,1,1,28,114.72,4.0971,2007-02-15,2007-05-14,88.42258101851851,28,473.55,High Value
388,Craig Morrell,2,1,28,114.72,4.0971,2007-02-15,2007-05-14,88.30266203703704,28,474.2,High Value
1,Mary Smith,1,1,30,114.7,3.8233,2007-02-14,2007-04-30,74.07506944444444,30,565.18,High Value
433,Don Bone,1,1,23,113.77,4.9465,2007-03-01,2007-04-30,59.974641203703705,23,692.39,High Value
309,Christopher Greco,1,1,25,113.75,4.55,2007-03-01,2007-04-30,60.271087962962966,25,688.87,High Value
302,Michael Silverman,1,1,26,113.74,4.3746,2007-03-01,2007-04-30,60.59293981481481,26,685.15,High Value
266,Nora Herrera,2,1,26,113.74,4.3746,2007-02-15,2007-04-30,74.029375,26,560.79,High Value
139,Amber Dixon,1,1,27,113.73,4.2122,2007-02-14,2007-04-30,74.87887731481482,27,554.38,High Value
569,Dave Gardiner,2,1,27,113.73,4.2122,2007-02-15,2007-04-30,74.16329861111112,27,559.73,High Value
416,Jeffery Pinson,2,1,28,113.72,4.0614,2007-02-14,2007-04-30,74.85505787037037,28,554.51,High Value
314,George Linton,1,1,29,113.71,3.921,2007-03-17,2007-04-30,44.0634375,29,941.92,High Value
260,Christy Vargas,1,1,30,113.7,3.79,2007-02-16,2007-04-30,73.16744212962963,30,567.2,High Value
540,Tyrone Asher,1,1,24,112.76,4.6983,2007-02-15,2007-04-30,74.19041666666666,24,554.75,High Value
582,Andy Vanhorn,2,1,24,112.76,4.6983,2007-02-16,2007-05-14,87.01400462962962,24,473.0,High Value
63,Ashley Richardson,1,1,25,112.75,4.51,2007-02-16,2007-04-30,73.03381944444445,25,563.49,High Value
32,Amy Lopez,1,1,26,112.74,4.3362,2007-02-17,2007-04-30,71.90885416666667,26,572.25,High Value
131,Monica Hicks,2,1,27,112.73,4.1752,2007-02-16,2007-04-30,73.60903935185185,27,558.99,High Value
485,Clyde Tobias,1,1,28,112.72,4.0257,2007-02-16,2007-04-30,73.5564699074074,28,559.34,High Value
453,Calvin Martel,1,1,23,111.77,4.8596,2007-02-19,2007-04-30,69.88553240740741,23,583.76,High Value
225,Arlene Harvey,1,1,24,111.76,4.6567,2007-02-18,2007-04-30,71.76542824074075,24,568.41,High Value
337,Jerry Jordon,1,1,24,111.76,4.6567,2007-03-01,2007-05-14,73.93388888888889,24,551.74,High Value
577,Clifton Malcolm,2,1,26,111.74,4.2977,2007-02-18,2007-04-29,69.98846064814815,26,582.74,High Value
579,Daryl Larue,2,1,27,111.73,4.1381,2007-02-18,2007-05-14,84.90159722222222,27,480.34,High Value
173,Audrey Ray,1,1,27,111.73,4.1381,2007-02-14,2007-04-30,74.97387731481481,27,543.94,High Value
113,Cindy Fisher,2,1,27,111.73,4.1381,2007-02-17,2007-04-30,72.30177083333334,27,564.04,High Value
186,Holly Fox,2,1,29,111.71,3.8521,2007-02-14,2007-05-14,88.58152777777778,29,460.3,High Value
592,Terrance Roush,1,0,29,111.71,3.8521,2007-02-14,2007-05-14,88.66894675925926,29,459.85,High Value
42,Carolyn Perez,2,1,29,111.71,3.8521,2007-02-15,2007-05-14,87.60174768518519,29,465.45,High Value
531,Jamie Waugh,2,1,23,110.77,4.8161,2007-02-20,2007-04-30,69.03809027777778,23,585.63,High Value
495,Charlie Bess,2,1,24,110.76,4.615,2007-02-17,2007-05-14,85.94166666666666,24,470.41,High Value
258,Myrtle Fleming,1,1,24,110.76,4.615,2007-02-16,2007-04-30,72.62626157407408,24,556.65,High Value
515,Andre Rapp,1,1,26,110.74,4.2592,2007-02-15,2007-04-30,74.74016203703704,26,540.81,High Value
154,Michele Grant,2,1,27,110.73,4.1011,2007-02-17,2007-04-30,72.2659375,27,559.27,High Value
213,Gina Williamson,1,1,27,110.73,4.1011,2007-02-15,2007-05-14,87.7322337962963,27,460.68,High Value
559,Everett Banda,2,1,28,110.72,3.9543,2007-02-19,2007-04-30,70.73866898148148,28,571.3,Mid Value
90,Ruby Washington,2,1,28,110.72,3.9543,2007-02-17,2007-04-30,72.47774305555555,28,557.59,Mid Value
595,Terrence Gunderson,1,1,29,110.71,3.8176,2007-02-14,2007-04-30,75.0064699074074,29,538.74,Mid Value
241,Heidi Larson,2,0,32,110.68,3.4588,2007-02-18,2007-04-30,71.30381944444444,32,566.56,Mid Value
536,Fernando Churchill,2,1,23,109.77,4.7726,2007-02-16,2007-04-30,73.67112268518518,23,543.85,Mid Value
170,Beatrice Arnold,1,1,23,109.77,4.7726,2007-02-17,2007-04-30,72.17873842592593,23,555.09,Mid Value
575,Isaac Oglesby,2,1,24,109.76,4.5733,2007-02-15,2007-04-30,73.46059027777778,24,545.36,Mid Value
220,Charlene Alvarez,2,1,25,109.75,4.39,2007-02-16,2007-04-30,72.9896875,25,548.83,Mid Value
16,Sandra Martin,2,0,25,109.75,4.39,2007-02-17,2007-04-30,72.17159722222222,25,555.05,Mid Value
447,Clifford Bowens,1,1,27,109.73,4.0641,2007-02-15,2007-04-30,74.49479166666667,27,537.64,Mid Value
376,Randy Gaither,1,1,27,109.73,4.0641,2007-02-15,2007-04-30,74.45685185185185,27,537.91,Mid Value
538,Ted Breaux,2,1,27,109.73,4.0641,2007-02-15,2007-04-30,74.27150462962963,27,539.26,Mid Value
386,Todd Tan,1,1,28,109.72,3.9186,2007-02-16,2007-04-30,73.08255787037037,28,547.98,Mid Value
481,Herman Devore,1,1,28,109.72,3.9186,2007-02-14,2007-04-30,74.9937037037037,28,534.02,Mid Value
446,Theodore Culp,2,0,28,109.72,3.9186,2007-02-18,2007-04-30,71.18047453703704,28,562.62,Mid Value
424,Kyle Spurlock,2,1,29,109.71,3.7831,2007-02-20,2007-05-14,83.10918981481481,29,481.83,Mid Value
284,Sonia Gregory,1,1,22,108.78,4.9445,2007-03-01,2007-05-14,74.33839120370371,22,534.11,Mid Value
594,Eduardo Hiatt,1,1,23,108.77,4.7291,2007-02-15,2007-04-30,73.4246412037037,23,540.7,Mid Value
590,Seth Hannon,2,1,24,108.76,4.5317,2007-02-15,2007-05-14,87.80268518518518,24,452.12,Mid Value
277,Olga Jimenez,2,1,24,108.76,4.5317,2007-03-02,2007-04-30,59.291157407407404,24,669.53,Mid Value
334,Raymond Mcwhorter,2,1,25,108.75,4.35,2007-03-01,2007-05-14,74.31519675925927,25,534.13,Mid Value
518,Gabriel Harder,1,1,25,108.75,4.35,2007-02-16,2007-04-29,72.17219907407407,25,549.99,Mid Value
574,Julian Vest,2,1,27,108.73,4.027,2007-02-16,2007-04-30,73.28534722222223,27,541.53,Mid Value
239,Minnie Romero,2,1,28,108.72,3.8829,2007-02-14,2007-04-30,74.58674768518519,28,532.04,Mid Value
167,Sally Pierce,2,1,29,108.71,3.7486,2007-02-15,2007-04-30,73.36368055555556,29,540.86,Mid Value
293,Mae Fletcher,2,1,21,107.79,5.1329,2007-03-02,2007-04-30,59.020266203703706,21,666.61,Mid Value
571,Johnnie Chisholm,2,1,22,107.78,4.8991,2007-02-15,2007-04-30,74.59783564814815,22,527.36,Mid Value
427,Jesus Mccartney,2,1,23,107.77,4.6857,2007-02-15,2007-04-30,74.18993055555555,23,530.21,Mid Value
332,Stephen Qualls,1,1,26,107.74,4.1438,2007-03-01,2007-04-30,60.628796296296294,26,648.62,Mid Value
145,Lucille Holmes,1,1,27,107.73,3.99,2007-02-18,2007-04-30,71.19100694444444,27,552.34,Mid Value
588,Marion Ocampo,1,1,27,107.73,3.99,2007-02-17,2007-04-30,72.63993055555555,27,541.32,Mid Value
441,Mario Cheatham,1,1,27,107.73,3.99,2007-02-16,2007-05-14,87.37734953703703,27,450.02,Mid Value
157,Darlene Rose,2,1,29,107.71,3.7141,2007-02-18,2007-04-30,71.55174768518519,29,549.45,Mid Value
254,Maxine Silva,2,1,30,107.7,3.59,2007-02-15,2007-04-30,74.63865740740741,30,526.68,Mid Value
418,Jeff East,2,1,30,107.7,3.59,2007-02-19,2007-04-30,69.23768518518519,30,567.76,Mid Value
91,Lois Butler,2,1,34,107.66,3.1665,2007-02-15,2007-05-14,88.23695601851851,34,445.35,Mid Value
477,Dan Paine,1,1,21,106.79,5.0852,2007-02-16,2007-04-30,73.30766203703703,21,531.71,Mid Value
240,Marlene Welch,1,1,23,106.77,4.6422,2007-02-18,2007-04-29,70.9750462962963,23,549.08,Mid Value
343,Douglas Graf,1,1,23,106.77,4.6422,2007-02-16,2007-04-30,73.86261574074074,23,527.62,Mid Value
155,Gail Knight,1,1,24,106.76,4.4483,2007-02-15,2007-05-14,87.63930555555555,24,444.63,Mid Value
